subjek,final_text,label,status
Purbaya Yudhi Sadewa,bijak koboy keren mata rakyat,negatif,prediksi_model
Purbaya Yudhi Sadewa,emang bener beranda penuh berita menkeu konten flat earth kontroversi cerdas ilang edar keyword fyp menkeu emang,positif,prediksi_model
Purbaya Yudhi Sadewa,guru mulyono,negatif,prediksi_model
Purbaya Yudhi Sadewa,analisa goblog guru gembul cari sensasi,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru mending ngajar banyak retorika sampean ngga lebih cari cuan sosmed,negatif,prediksi_model
Purbaya Yudhi Sadewa,indonesia maju pimpin prabowo negara super power pimpin harto sang mertua biarpun prabowo goyang kanan kiri diri tegak,positif,prediksi_model
Purbaya Yudhi Sadewa,prabowo hebat prabowo pinter ciut hadap mulyono,positif,prediksi_model
Purbaya Yudhi Sadewa,moga pimpin amanah,positif,prediksi_model
Purbaya Yudhi Sadewa,takut takut tau tau cari tau,negatif,prediksi_model
Purbaya Yudhi Sadewa,tuju argumen guru gembulini strategi prabowoyg musuh musuh koruptor naikin muka cari salah proses rakyat musuhmafiadan koruptor eksekusi salah masing,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul gerak paranormal,negatif,prediksi_model
Purbaya Yudhi Sadewa,respon guru demo vidionya tanda linknya,negatif,prediksi_model
Purbaya Yudhi Sadewa,assalamualaikum purbaraya,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga purbaya sehat selamat umur amiin,positif,prediksi_model
Purbaya Yudhi Sadewa,omon,negatif,prediksi_model
Purbaya Yudhi Sadewa,hidup negeri orang jahat ato orang orng untung biar selamat main petinggi kita,negatif,prediksi_model
Purbaya Yudhi Sadewa,kek dlu srimul citra kedok diliatin kalo udah rakyat pro moga ngga kek,negatif,prediksi_model
Purbaya Yudhi Sadewa,berantas mafia ber akar strategy kuatdan takut berantas babi buta ala cowboy bumerang achirnya rakyat susah lagi,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga prabowo ganti purbaya swbagai menteri uang rakyat suka kecuali jabat korupsi,positif,prediksi_model
Purbaya Yudhi Sadewa,doa andademi sejahtera cerdas hidup bangsabumi kaya,positif,prediksi_model
Purbaya Yudhi Sadewa,ngapain jarahh anarkisin mafia yaa dpr kroco,negatif,prediksi_model
Purbaya Yudhi Sadewa,ramal ufo,negatif,prediksi_model
Purbaya Yudhi Sadewa,pki njin,negatif,prediksi_model
Purbaya Yudhi Sadewa,sekian channel kait bijak kabinet merah putih pro bennix kontra prof feri latuhihin channel warna beda ngawur drama pendek sering nonton yah,positif,prediksi_model
Purbaya Yudhi Sadewa,tuju dapat jatuh niat presiden prabowo presiden butuh bendahara mafia gambar sampul tulis menteri uang kutuk lain manis nada fitnah bau busuk jatuh kuasa laku rezim jokowi saji perintah buzernya rampok prabowo bersih mafia bandit tikus koruptor rugi negara tangkap orang masalah buzer,negatif,prediksi_model
Purbaya Yudhi Sadewa,salfok guru gembul pegang colok listrik,negatif,prediksi_model
Purbaya Yudhi Sadewa,termul berserbrangan,negatif,prediksi_model
Purbaya Yudhi Sadewa,hidup jokodok,negatif,prediksi_model
Purbaya Yudhi Sadewa,kemarin bilang rocky gerung kritik prabowo kang guru puji puji pabrowo,netral,prediksi_model
Purbaya Yudhi Sadewa,brarti memntingkan kuas sja tpi kurg ngefek kerkyat,negatif,prediksi_model
Purbaya Yudhi Sadewa,cermat simpul guru gembul kesini nyata,negatif,prediksi_model
Purbaya Yudhi Sadewa,laknatulloh,negatif,prediksi_model
Purbaya Yudhi Sadewa,konten jujur suka baca komen nyimak bawa prakata gurgem,negatif,prediksi_model
Purbaya Yudhi Sadewa,rakyat dapet kalo prabowo kue jabat bantu presiden bikin akur komunikasi menteri buruk bijak trus rakyat dapet,positif,prediksi_model
Purbaya Yudhi Sadewa,tuju presiden cerdas struktur organisasi komplit,positif,prediksi_model
Purbaya Yudhi Sadewa,bumn mau untung tega meres rakyat,negatif,prediksi_model
Purbaya Yudhi Sadewa,jokowi sabar kritik berani coba kritik prabowo nggerunv mingkem srkarang,negatif,prediksi_model
Purbaya Yudhi Sadewa,iru negri baik fitnah presiden dilisting hasil,negatif,prediksi_model
Purbaya Yudhi Sadewa,belakang ekonomi indonesia tahan,negatif,prediksi_model
Purbaya Yudhi Sadewa,orang aneh,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya harap banding,positif,prediksi_model
Purbaya Yudhi Sadewa,beliau golingkan akn tjd nepal indonesia kuasa akn minggat indo,positif,prediksi_model
Purbaya Yudhi Sadewa,ahok sbenrnya cerdas jujurmaknya bnyak mafia mnjebloskan ahok,negatif,prediksi_model
Purbaya Yudhi Sadewa,koboi bandit,negatif,prediksi_model
Purbaya Yudhi Sadewa,nih tmen berfikirlah positif krna konten cuman pemikiranya konten dri cuman prediksi cumn denger cerita cerita berllu adalh terllu pikir cuman cerita berllu tonton flm trus cerita tmen gitu cih sykn cumn konten tau ngonten salam berfikir cerdas,negatif,prediksi_model
Purbaya Yudhi Sadewa,umur sehat menteri uang,positif,prediksi_model
Purbaya Yudhi Sadewa,menteri presiden gua mah udah duli saran gue jngan bikin bul prediksi takut tula malu luh,positif,prediksi_model
Purbaya Yudhi Sadewa,mafia tumbang ratus lahir tanah subur korupsi gus dur negeri takut berani hukum salah salah duduk lingkar kuasa,negatif,prediksi_model
Purbaya Yudhi Sadewa,cari menku lunasin hutang negara cari menku doyan tambahin hutangbanyak cari lulus sarjana,negatif,prediksi_model
Purbaya Yudhi Sadewa,politik bangsat nama rakyat nama partai,negatif,prediksi_model
Purbaya Yudhi Sadewa,asumsi,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul bahlil mafia,negatif,prediksi_model
Purbaya Yudhi Sadewa,birokrat gaji negara,negatif,prediksi_model
Purbaya Yudhi Sadewa,indonesia with purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,ampas aset zong nepal udah contoh moga tidah indo,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya jossss sumpah,positif,prediksi_model
Purbaya Yudhi Sadewa,sita cholid utabungan bpjs jiwa sraya taspen shahroni lirik cholid,netral,prediksi_model
Purbaya Yudhi Sadewa,rekap jagung kalah setor sita uistri gajine jabat lacur,negatif,prediksi_model
Purbaya Yudhi Sadewa,sita rekap pimpin koruptor tangkap bangsa merdeka kau apa negaramuluhud tangkap,negatif,prediksi_model
Purbaya Yudhi Sadewa,jajah wni asli bkn negri,negatif,prediksi_model
Purbaya Yudhi Sadewa,bendahara bekwrja tunjuk purbaya awas purbaya mafia hbs uang negara uupah ketok asline birokrasi bubar,positif,prediksi_model
Purbaya Yudhi Sadewa,nginceng intel uang negara rakyat nginceng mungsui purbayapenting sita rekab,positif,prediksi_model
Purbaya Yudhi Sadewa,moga riza silit culik eksekusi repot sidang sidang,positif,prediksi_model
Purbaya Yudhi Sadewa,senoga urus orng indonesia lbih tlah matang kuat smudah gagal mafia jahat rusak kesejahteraaan rakyat indonesia aminn aminn aminnn,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul futufog kah,negatif,prediksi_model
Purbaya Yudhi Sadewa,kakean cangkem nggedabrus dukung suport gawe ngedown,positif,prediksi_model
Purbaya Yudhi Sadewa,ahli bahas agama dibahasalquran dibahasmenteri bahas bahas,negatif,prediksi_model
Purbaya Yudhi Sadewa,narasi nih ikutin opini loe pimpin orde prabowo bener loe mbul cocok loe tuk pegang perintah pki jancok narasi loe sebar cenderung provokatif,negatif,prediksi_model
Purbaya Yudhi Sadewa,bahlul copot,negatif,prediksi_model
Purbaya Yudhi Sadewa,partai dukung prabowo angkat ekonomi sejahtrakan rakyat rakyat mahasiswa ulama membantuk dukung prabowo,positif,prediksi_model
Purbaya Yudhi Sadewa,tenang satu kantong,positif,prediksi_model
Purbaya Yudhi Sadewa,solo hadir barusan suncrep like,negatif,prediksi_model
Purbaya Yudhi Sadewa,dana trilyun taruh bank perintah guna,negatif,prediksi_model
Purbaya Yudhi Sadewa,orang mah gembul didik pandang giring rakyat hilang orang muncul mohon konte masuk muncul jabat level frekuensi purbaya trima kasih,negatif,prediksi_model
Purbaya Yudhi Sadewa,inti perintah prabowo krn keras trhdp korupsi inti narasi sesat,negatif,prediksi_model
Purbaya Yudhi Sadewa,sehat kuat menkeu rakyat sama,positif,prediksi_model
Purbaya Yudhi Sadewa,guru gemblung ngedabrus,negatif,prediksi_model
Purbaya Yudhi Sadewa,biar mafia hancurhabis rakyat makmur,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga presiden kemudahanttp amanah dlm pimpin negri initdk embel ato citra penting periode,positif,prediksi_model
Purbaya Yudhi Sadewa,hhh,negatif,prediksi_model
Purbaya Yudhi Sadewa,bahlul tendang,negatif,prediksi_model
Purbaya Yudhi Sadewa,cari cuan bikin tumbnail mencerminka orang cerdas,positif,prediksi_model
Purbaya Yudhi Sadewa,hutang waris era geng solo dampak berat cuy,negatif,prediksi_model
Purbaya Yudhi Sadewa,kasihan menkeu iniselama menteri masalah dicopotgerakan menkeu siahy kasir maling doank,positif,prediksi_model
Purbaya Yudhi Sadewa,semangat jurnalistik indonesia lupa kabar kalo berangkat,positif,prediksi_model
Purbaya Yudhi Sadewa,masuk akal dukung rakyat yuk dukung purbaya,netral,prediksi_model
Purbaya Yudhi Sadewa,mari dukung menteri koboi,positif,prediksi_model
Purbaya Yudhi Sadewa,mbul mujitpi judul mengutukmaaf denger cicit pkibener,negatif,prediksi_model
Purbaya Yudhi Sadewa,pro kontra netral adu,negatif,prediksi_model
Purbaya Yudhi Sadewa,klu tuju rakyat setujudan prabowo subianto kerja rakyat terus juang prabowo subianto bangga dukung penuh juang,positif,prediksi_model
Purbaya Yudhi Sadewa,pakgembul tanyain kepadaanda ngapain nyasar prabowo menteri masalah dpr dll ijazah palsu dll prabowo takut rena jokowi menang milu,negatif,prediksi_model
Purbaya Yudhi Sadewa,btul jkw biang negara usak demokrasikarena ilmu rendah jkw ternak ijazah palsu,negatif,prediksi_model
Purbaya Yudhi Sadewa,online pasar sepi skl sluruh indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,sepi daya beli masyarakat krn bnyk rkyt miskin indonesia,negatif,prediksi_model
Purbaya Yudhi Sadewa,bahlil ros kubu akrab berani colek situ,negatif,prediksi_model
Purbaya Yudhi Sadewa,serah allah atur percaya ahli nujum,negatif,prediksi_model
Purbaya Yudhi Sadewa,buzzer purbaya dariawal lantik optimis harap ekonomi indonesia depan moga,positif,prediksi_model
Purbaya Yudhi Sadewa,kmrn pilih anies indonesia bobrok sarang mafia udh bnr presiden prabowo kuat lbh bijak pas indonesia udh tenang kurang mafia anies cocok presiden udh bnr,positif,prediksi_model
Purbaya Yudhi Sadewa,tau luuu,negatif,prediksi_model
Purbaya Yudhi Sadewa,dukun,negatif,prediksi_model
Purbaya Yudhi Sadewa,taikucing,negatif,prediksi_model
Purbaya Yudhi Sadewa,inti takut kritik prabowo wkwkwkwkw gilir jokowi rakyat presiden hujat byk banget krn tau jokowi tdk pny power kalang militer dsb,negatif,prediksi_model
Purbaya Yudhi Sadewa,emng bgtu betapa berat menkeu mngkin kasar betapa pening palany uda suruh cari uang msih dipalakin pulakk diuturutin ancam sanasini pantes heran uda mundur cmn ganti siap tingteng presiden pantes goksss,negatif,prediksi_model
Purbaya Yudhi Sadewa,orang orang kerja pro rakyat lawan bijak rugi rakyat otomatis bnyk netizen buzernya bayaranjadi kerah buzer bayar,negatif,prediksi_model
Purbaya Yudhi Sadewa,rakyat tanam tumbuh awat hasil limpah perintah juga nikmat,negatif,prediksi_model
Purbaya Yudhi Sadewa,respek konten guru gembul dengar konten respek karna mensupport menkeu prediksi purbaya kalah mafia berfikir guru gembul mensupport presiden prabowo subianto berfikir pesimis berfikir destruktif perintah prabowo berfikir konstruktif perintah fufufafa sorry unfollow,negatif,prediksi_model
Sri Mulyani Indrawati,anak ideologis imf,negatif,prediksi_model
Sri Mulyani Indrawati,habis manis sepah buang,negatif,prediksi_model
Sri Mulyani Indrawati,hutang yudoyono hutang jokowi asli tanggung ber sri boneka,negatif,prediksi_model
Sri Mulyani Indrawati,nyesel kagum cerdas kelola uang negara songong tengilgue kagum,positif,prediksi_model
Sri Mulyani Indrawati,pajak pajak pajak,negatif,prediksi_model
Sri Mulyani Indrawati,usul ukur uang kertas mohon kecil contoh lembar jadi lembar krna dagang anak dapet uang lusuh uang lusuh trsebut tolak ahirnya rugi,negatif,prediksi_model
Sri Mulyani Indrawati,alas sederhana sri mulyani uji jaman sbyjokowi sri mulyani orang andil hutanghutang negara paham banget pilih sri mulyani tanggung selesai utang,positif,prediksi_model
Sri Mulyani Indrawati,fmi sgt kuat,positif,prediksi_model
Sri Mulyani Indrawati,janggal usul sri mulyani menteri uang jokowi jokowi cawe ada takut jokowi menteri sri mulyani,positif,prediksi_model
Sri Mulyani Indrawati,menteri sri mulyani ganti biar menteri meng auditmengecek kerja sri mulyani menteri ada seleweng dilakkukan sri mulyani departemen menteri uang kmarin janggal,positif,prediksi_model
Sri Mulyani Indrawati,hhhhmmm,negatif,prediksi_model
Sri Mulyani Indrawati,gantung sdm orang negara memang orang pintar indonesia menjlekan sri mulyani gantung sri mulyani ,positif,prediksi_model
Sri Mulyani Indrawati,wajah ibu jiwa paja,positif,prediksi_model
Sri Mulyani Indrawati,menteri pajak,negatif,prediksi_model
Sri Mulyani Indrawati,antek korupsi uang pajak ,negatif,prediksi_model
Sri Mulyani Indrawati,naik pajak biar rakyat bantu negara,negatif,prediksi_model
Sri Mulyani Indrawati,baik negei turut,positif,prediksi_model
Sri Mulyani Indrawati,presiden prabowo terima sri mulyani menteri uang prabowo tau butuh negara beliau tau sri mulyani orang hebat negara beliaubeliau negarawan sejati,positif,prediksi_model
Sri Mulyani Indrawati,suka nyata palsu,negatif,prediksi_model
Sri Mulyani Indrawati,mulyani spg mulyono,negatif,prediksi_model
Sri Mulyani Indrawati,habibi latar intelektual finansial praktisi salut sri prabowo samping ego pribadi ego sektoral penting negara ,positif,prediksi_model
Sri Mulyani Indrawati,aneh jabat triliun uang korupsi tri udh bais orng pintar uang negara bangsa inj,positif,prediksi_model
Sri Mulyani Indrawati,sehat prabowo,positif,prediksi_model
Sri Mulyani Indrawati,brarti kasi anggar mlah brsebrangan mhkin menkeu bijak tdk mgkin anggar menhanibu sri cakap dlam mengakomodit smua uang negara,positif,prediksi_model
Sri Mulyani Indrawati,remuk wes,negatif,prediksi_model
Sri Mulyani Indrawati,gusdurnegara panakutsaluuut gusdur,negatif,prediksi_model
Sri Mulyani Indrawati,opini sri adl opsi baik banding kandidat variabel putus ubah kait hierarki nama asas butuh ego samping penting negara,positif,prediksi_model
Sri Mulyani Indrawati,kiprah mega hebat presiden,positif,prediksi_model
Sri Mulyani Indrawati,sri saing soeharto jabat thn,positif,prediksi_model
Sri Mulyani Indrawati,tnp imf pinjam ,negatif,prediksi_model
Sri Mulyani Indrawati,woii please lahh polos banget rakyat aib sby wowi pegang erat sri sri ancam,positif,prediksi_model
Sri Mulyani Indrawati,pensiun tolong gelar pahlawan,negatif,prediksi_model
Sri Mulyani Indrawati,kalo sri beres udah kaga laku rupiah caya,negatif,prediksi_model
Sri Mulyani Indrawati,perempuan ngapain kabinet prabowo duduk bengong manis kantor berani turun urus bobrok bea cukai imigrasi bawah rakus,negatif,prediksi_model
Sri Mulyani Indrawati,emang mantan presiden,positif,prediksi_model
Sri Mulyani Indrawati,majalah tempo tukang adu domba bangun bangsa provokasi,positif,prediksi_model
Sri Mulyani Indrawati,spy gampang pinjam uang tutup uang negara dlm hutang,negatif,prediksi_model
Sri Mulyani Indrawati,jngannnnn aduhhhhh jdi orang baik central bank rumah elite global  tau hukum kapitalis pajak tinggi hasut ,negatif,prediksi_model
Sri Mulyani Indrawati,hutang tingkat pajak tingkat special skill,negatif,prediksi_model
Sri Mulyani Indrawati,gerung,negatif,prediksi_model
Sri Mulyani Indrawati,die die hadeuuh kyk orang republik miris miris,negatif,prediksi_model
Sri Mulyani Indrawati,ogah baca tempo bohong memutarbalikkan fakta,negatif,prediksi_model
Sri Mulyani Indrawati,seri mulyani ganti,negatif,prediksi_model
Sri Mulyani Indrawati,ngak joko,negatif,prediksi_model
Sri Mulyani Indrawati,menteri baik cair hutang negara beliau udah gembel,positif,prediksi_model
Sri Mulyani Indrawati,ken baca buku kabinet gemoy gemoy,positif,prediksi_model
Sri Mulyani Indrawati,aneh emang negeri konoha ini,negatif,prediksi_model
Sri Mulyani Indrawati,sri mulyani indonesia neraca sri mulyani catat aset negara apa orang jelek bagi salah pahlawan bangsa,positif,prediksi_model
Sri Mulyani Indrawati,rahasia kalo model pimpin lanjut kepala uang ganti,positif,prediksi_model
Sri Mulyani Indrawati,sri benci sby keluar statemen sindir keras mantan presiden kaya tax amnesti,positif,prediksi_model
Sri Mulyani Indrawati,indonesia gituhh orang,positif,prediksi_model
Sri Mulyani Indrawati,fungsi bun kelola uang batas keluar efisien pasak tiang,negatif,prediksi_model
Sri Mulyani Indrawati,percaya tempo,negatif,prediksi_model
Sri Mulyani Indrawati,prabowo butuh kasir negara andal,negatif,prediksi_model
Sri Mulyani Indrawati,udh denger tempo pra sangka buruk orang ajar benci nama orang dalem,negatif,prediksi_model
Sri Mulyani Indrawati,agent,negatif,prediksi_model
Sri Mulyani Indrawati,jamin hutang negara percaya,negatif,prediksi_model
Sri Mulyani Indrawati,paman sam kokoh restu seri mulyono mulyani sih,negatif,prediksi_model
Sri Mulyani Indrawati,tempo koq percaya,negatif,prediksi_model
Sri Mulyani Indrawati,pajak dunia,negatif,prediksi_model
Sri Mulyani Indrawati,peras pajak napas,negatif,prediksi_model
Sri Mulyani Indrawati,menteri masalah era sby jkw dipake bikin hutang gede kyk orang wowo,negatif,prediksi_model
Sri Mulyani Indrawati,tempo salah judul kali mesti sri mulyani terima tawar menkeu sri mulyani nggak,positif,prediksi_model
Sri Mulyani Indrawati,antek yahudi lepas,negatif,prediksi_model
Sri Mulyani Indrawati,halah tonton mana tonton supporter hebat ketimbang main suruh mainpasti jeblok ngoceh ngalor ngidulgibahin main mending nikmat tonton anggap nonton drakoratau sinetron,negatif,prediksi_model
Sri Mulyani Indrawati,ganti sri lemah lemah indo,negatif,prediksi_model
Sri Mulyani Indrawati,ahhh pajak,negatif,prediksi_model
Sri Mulyani Indrawati,titip mul bos imf,negatif,prediksi_model
Sri Mulyani Indrawati,selamat sales imf,negatif,prediksi_model
Sri Mulyani Indrawati,kerja prabowo mantan tni orang putus ahli rapbn angkat tangan putus,positif,prediksi_model
Sri Mulyani Indrawati,kencangkat sabuk kawan,negatif,prediksi_model
Sri Mulyani Indrawati,terima sri mulyani,positif,prediksi_model
Sri Mulyani Indrawati,negara kalo ngasih utang salah faktor liat menteri keungannya,negatif,prediksi_model
Sri Mulyani Indrawati,suka majaki,negatif,prediksi_model
Sri Mulyani Indrawati,orang atasin uang indonesia,positif,prediksi_model
Sri Mulyani Indrawati,sri mulyani agen pinjol kelas dunia indonesia kutik dikte rente,positif,prediksi_model
Sri Mulyani Indrawati,abis berkasuslangsung suruh kabur imf,negatif,prediksi_model
Sri Mulyani Indrawati,halah ngopo tempo,negatif,prediksi_model
Sri Mulyani Indrawati,kaderisasi donk moso,negatif,prediksi_model
Sri Mulyani Indrawati,biar lancar utang,negatif,prediksi_model
Sri Mulyani Indrawati,emang nggak nggak percaya terima pasar,negatif,prediksi_model
Sri Mulyani Indrawati,sadar ratu utang kasih gelar,negatif,prediksi_model
Sri Mulyani Indrawati,sri mulyani mumpuni dlm cari uang pajak sukses cari hutang butuh perintah,negatif,prediksi_model
Sri Mulyani Indrawati,sby ngamanin hambalang jokowi bgt tekan dri imf world bank krna marketing baik lembaga keuanganitu,positif,prediksi_model
Sri Mulyani Indrawati,ppn,negatif,prediksi_model
Sri Mulyani Indrawati,presiden result beda,positif,prediksi_model
Sri Mulyani Indrawati,hahakemarin bilang olah hambur apbn sekrang tetapmah jabat ameriki ketawa ligat tunggu nobel harga menteri baik lama hore rakyat indonesia bangga memteri uang ini,positif,prediksi_model
Sri Mulyani Indrawati,walopun kritik buka aib,negatif,prediksi_model
Sri Mulyani Indrawati,sri udah koneksi world bank imf shg mudah beliau aju hutang,positif,prediksi_model
Sri Mulyani Indrawati,menteri liberal,positif,prediksi_model
Sri Mulyani Indrawati,sri kerja keras,positif,prediksi_model
Sri Mulyani Indrawati,usul usak udah neo lib,negatif,prediksi_model
Sri Mulyani Indrawati,wkwkkwkketularan plin plan aduhhhh,negatif,prediksi_model
Sri Mulyani Indrawati,pajak lanjut bea cukai bobrok benah,negatif,prediksi_model
Sri Mulyani Indrawati,mantan tersandra,negatif,prediksi_model
Sri Mulyani Indrawati,duta hutang worldbank,negatif,prediksi_model
Sri Mulyani Indrawati,paham ngutang kali alur,negatif,prediksi_model
Sri Mulyani Indrawati,hutang yuuk,negatif,prediksi_model
Sri Mulyani Indrawati,sri mmg prioritas dlm belanja pandemi dua orang profesional paham moga kabinet merah putih indonesia sejahtera rata tegak adil kuat tahan,positif,prediksi_model
Sri Mulyani Indrawati,lanjut utang,negatif,prediksi_model
Sri Mulyani Indrawati,prabowo boneka jokowi sri mulyani layan jokowi maksimal bansos pegang jokowi,negatif,prediksi_model
Sri Mulyani Indrawati,takut bongkar borok presiden,negatif,prediksi_model
Sri Mulyani Indrawati,sri mulyani pion imf tanam indobesia,positif,prediksi_model
Sri Mulyani Indrawati,makan gemoy,negatif,prediksi_model
Sri Mulyani Indrawati,heran knp menlu retno ganti,negatif,prediksi_model
Sri Mulyani Indrawati,kyak,negatif,prediksi_model
Sri Mulyani Indrawati,sri mulyani situasi ada uang hutang hutang presiden sby prabowo,negatif,prediksi_model
Sri Mulyani Indrawati,pinjem trus,negatif,prediksi_model
Sri Mulyani Indrawati,tempo oposisi perintah zaman presiden oposisi,positif,prediksi_model
Sri Mulyani Indrawati,kcic bengkak cost overrun smp wika kelojot menteri bumn taubs ngitung ikn non budgeter apbn smp feasible apbn bocor menteri uang taubs ngitung kcic ikn hasil hutang beban future apbn pajak rakyat menkeu tau emg peduli pinter moral nmnya pinter ngibol,negatif,prediksi_model
Sri Mulyani Indrawati,spg worldbank imf  solusi jalan program hutang,negatif,prediksi_model
Sri Mulyani Indrawati,judul prabowo butuh sri mulyanibiar uang negara kacau,positif,prediksi_model
Sri Mulyani Indrawati,inget case bank century sandera world bank,negatif,prediksi_model
Sri Mulyani Indrawati,mustinya gnti perbaikn nmpk salah,negatif,prediksi_model
Sri Mulyani Indrawati,bosen menteri ganti mana,negatif,prediksi_model
Sri Mulyani Indrawati,calo bank dunia dan brankas koruptor,positif,prediksi_model
Sri Mulyani Indrawati,lancar urus utang,negatif,prediksi_model
Sri Mulyani Indrawati,pajak mana,negatif,prediksi_model
Sri Mulyani Indrawati,pantesan pajak rencana naik udah sabar nih,negatif,prediksi_model
Sri Mulyani Indrawati,restu paman samitu utama,positif,prediksi_model
Sri Mulyani Indrawati,menteri era jkw tugas raka tau rahasia istana era jkw lepas susah,negatif,prediksi_model
Sri Mulyani Indrawati,omon sperti kabinet terima kasih ehhh zaken expose glamour program analisa susul makangratis atas stunting anggar pegimane ,positif,prediksi_model
Sri Mulyani Indrawati,hahaha enjoy ppn ya,negatif,prediksi_model
Sri Mulyani Indrawati,pionir kapitalisme,negatif,prediksi_model
Sri Mulyani Indrawati,yah mending kasih timses,negatif,prediksi_model
Sri Mulyani Indrawati,sri menteri pinter jujur bertangung,positif,prediksi_model
Sri Mulyani Indrawati,prabowo sandera mulyono ,negatif,prediksi_model
Sri Mulyani Indrawati,kursi kosong ,negatif,prediksi_model
Sri Mulyani Indrawati,tau tuju deh,negatif,prediksi_model
Sri Mulyani Indrawati,hancur negara hutang tuju,negatif,prediksi_model
Sri Mulyani Indrawati,pajak subsidi bbm hapus harga,negatif,prediksi_model
Sri Mulyani Indrawati,makelar hutang,negatif,prediksi_model
Sri Mulyani Indrawati,humoris tingkat tinggi,negatif,prediksi_model
Sri Mulyani Indrawati,menteri cetak hutang prabowo loh,netral,prediksi_model
Sri Mulyani Indrawati,orang konoha respek,negatif,prediksi_model
Sri Mulyani Indrawati,pasu khusus pasu khusus baik baik,positif,prediksi_model
Sri Mulyani Indrawati,nantiiiiii udah khas banget nada,positif,prediksi_model
Sri Mulyani Indrawati,yak dasar manusia makhluk sosial stop fanatik orang kritisi jabat lenceng dukung,positif,prediksi_model
Sri Mulyani Indrawati,cepat paknpresiden bebas hutang bank stop kena bangkrut hutang mhn bebas mdl lgi,negatif,prediksi_model
Sri Mulyani Indrawati,salah menteri awet,positif,prediksi_model
Sri Mulyani Indrawati,mulyani teman mulyono,negatif,prediksi_model
Sri Mulyani Indrawati,alhamdulillah barokah moga aloh swt kabul keluarga indonesia aminyarobalalamin,positif,prediksi_model
Sri Mulyani Indrawati,nnnn,negatif,prediksi_model
Sri Mulyani Indrawati,suasana penuh keluarga mantap jaya indonesia,positif,prediksi_model
Sri Mulyani Indrawati,wapresnya,negatif,prediksi_model
Sri Mulyani Indrawati,gabung kabinet wowo akhir terkadang sedih ,positif,prediksi_model
Sri Mulyani Indrawati,bintang,positif,prediksi_model
Sri Mulyani Indrawati,masya allah bahagia hati lihat dekat presiden menteri merah putihsemoga indonesia msju aman sejahtera bwh pimpin presiden prabowo subianto aamiin,positif,prediksi_model
Sri Mulyani Indrawati,sri bintang preiode abdi,positif,prediksi_model
Sri Mulyani Indrawati,srimulyani kereeeen,netral,prediksi_model
Sri Mulyani Indrawati,alem sri,positif,prediksi_model
Sri Mulyani Indrawati,rukun kabinet merah putih asik,positif,prediksi_model
Sri Mulyani Indrawati,mantap sri layak dedy sri nggak,positif,prediksi_model
Sri Mulyani Indrawati,maju indonesia era bpk presiden prabowo gibran insyaallah amin yra alamin,positif,prediksi_model
Sri Mulyani Indrawati,lucu menteri suruh pake seragam tni aplg suruh push upmantap,negatif,prediksi_model
Sri Mulyani Indrawati,bintang sudaherugikan negara puluh trilyun keluar dana talang bank century juara dunia utang negeri bunga besar imf juara untung imf rugi rakyat bayar utang turun bayar bunga dipajakin bayar bunga,negatif,prediksi_model
Sri Mulyani Indrawati,hasil kerja keras sejal jokowi presiden,netral,prediksi_model
Sri Mulyani Indrawati,sri mulyani saat hutang triliun istilah ari mulyani durian runtuh jujur iru kait dapat menteri diam timbal,negatif,prediksi_model
Sri Mulyani Indrawati,mintak bintang karna sukses banyak utang negara,negatif,prediksi_model
Sri Mulyani Indrawati,bintang sri mulyanipantasnya bintang,positif,prediksi_model
Sri Mulyani Indrawati,minimal tahun presiden sprti cash spy tetep solid,positif,prediksi_model
Sri Mulyani Indrawati,sri mulyani ganti presiden patut bintang,positif,prediksi_model
Sri Mulyani Indrawati,prabowo akpol baju polisi awal bekal menteri seskab beritahu ,positif,prediksi_model
Sri Mulyani Indrawati,mantabpembekalan magelangmirip kawah candradimuka muda prabowo akmil,positif,prediksi_model
Sri Mulyani Indrawati,tertawa juta rakyat jerit cari makan anak istri,negatif,prediksi_model
Sri Mulyani Indrawati,retno engga ikut jajar menteri sedih,positif,prediksi_model
Sri Mulyani Indrawati,merdeka,negatif,prediksi_model
Sri Mulyani Indrawati,wanita tangguh smart,positif,prediksi_model
Sri Mulyani Indrawati,abdi sri mulyani negara indonesia kayak bintang jasa,positif,prediksi_model
Sri Mulyani Indrawati,mantaphumoris keras syukur indonesia pilih prabowo subianto presiden ganti jokowi,positif,prediksi_model
Sri Mulyani Indrawati,sri mulyani kasih aja pak,positif,prediksi_model
Sri Mulyani Indrawati,emak ajak becanda seriusun tu,negatif,prediksi_model
Sri Mulyani Indrawati,knp yah buk sus tau,negatif,prediksi_model
Sri Mulyani Indrawati,kaya liat babeh haikal,positif,prediksi_model
