text,tokoh,date,video_title,channel_name,author,text_clean,prediksi_label_raw,score_keyakinan,label_final
Raut wajahnya bpk prabowo keliatan banget kalo lagi sakit 🥲🥲 mungkin efek terlalu pusing sama mentrinya yg tdk bisa menjalankan tugas,Purbaya Yudhi Sadewa,2025-12-16T15:24:34Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@rifandisitumeang-lb6fq,raut wajahnya bpk prabowo keliatan banget kalo lagi sakit mungkin efek terlalu pusing sama mentrinya yg tdk bisa menjalankan tugas,negative,0.9943280816078186,Negatif
"Lanjutkan pak Prabowo, rakyat mendukung semua kebijakan bapak yg berpihak kepada rakyat.",Purbaya Yudhi Sadewa,2025-12-16T15:19:12Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@parmonocg8997,lanjutkan pak prabowo rakyat mendukung semua kebijakan bapak yg berpihak kepada rakyat,positive,0.9986924529075623,Positif
takut nya prabowo hanya omon omon,Purbaya Yudhi Sadewa,2025-12-16T15:12:32Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@khotimulasom4746,takut nya prabowo hanya omon omon,negative,0.9991425275802612,Negatif
perpol gimana perpol 2025,Purbaya Yudhi Sadewa,2025-12-16T15:11:07Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@mamorusan-f6o,perpol gimana perpol,negative,0.964830756187439,Negatif
Pak Purbaya  semangat bela rakyat dukung terus,Purbaya Yudhi Sadewa,2025-12-16T15:08:54Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@ardaneko6154,pak purbaya semangat bela rakyat dukung terus,positive,0.9986082911491394,Positif
Mantep pak presidenku ❤,Purbaya Yudhi Sadewa,2025-12-16T15:08:53Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@sonyreisis9579,mantep pak presidenku,positive,0.7430124878883362,Positif
"Yang buat UUD DPR, DPR maaaa yang penting untuk, bodo amat ma rakyat",Purbaya Yudhi Sadewa,2025-12-16T15:07:56Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@irawanjuliadi1105,yang buat uud dpr dpr maaaa yang penting untuk bodo amat ma rakyat,negative,0.9991705417633057,Negatif
Tepuk tangan buat Menkeu hebat baru kali ketemu Menkeu bagus biar Mentri Laen biar pada berubah,Purbaya Yudhi Sadewa,2025-12-16T15:07:42Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@ardaneko6154,tepuk tangan buat menkeu hebat baru kali ketemu menkeu bagus biar mentri laen biar pada berubah,positive,0.9698598980903625,Positif
"Kesenjangan sosial ug sangat jauh antara pejabat yg selalu mendukung pengusaha,bkn pro kpd rakyat",Purbaya Yudhi Sadewa,2025-12-16T15:06:02Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@SahrunSawal-h1e,kesenjangan sosial ug sangat jauh antara pejabat yg selalu mendukung pengusaha bkn pro kpd rakyat,negative,0.9759936928749084,Negatif
"Mantaap, laksanakan saja semua UUD 45 itu pak. Biar kita sejahtera bersama, kaya bersama, adil dan makmur😅❤",Purbaya Yudhi Sadewa,2025-12-16T15:05:09Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@abdinur6339,mantaap laksanakan saja semua uud itu pak biar kita sejahtera bersama kaya bersama adil dan makmur,positive,0.9012230038642883,Positif
Tidak usah diperingatkan langsung di tata saja tak perlu bicara banyak,Purbaya Yudhi Sadewa,2025-12-16T15:04:49Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@SitiCitra-p3b,tidak usah diperingatkan langsung di tata saja tak perlu bicara banyak,negative,0.7597852945327759,Negatif
"Langsung aja pak. Kalau tau udah gak becus. Ya bapak pecatin pak. 

Jangan greget doang pak. Langsung aja",Purbaya Yudhi Sadewa,2025-12-16T15:03:51Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@musiagungadiputra6261,langsung aja pak kalau tau udah gak becus ya bapak pecatin pak jangan greget doang pak langsung aja,negative,0.9987660646438599,Negatif
Aura +10000000,Purbaya Yudhi Sadewa,2025-12-16T15:03:18Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@del_popolo,aura,positive,0.9342949390411377,Positif
Makanya bpk pecat langsung mentri yang ngk becus biar jadi pelajaran Masih banyak TU orang yang mau bekerja Dan pintar mentri bpk membosankan kecuali bpk purbaya.,Purbaya Yudhi Sadewa,2025-12-16T15:03:12Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@Asma-l3l7d,makanya bpk pecat langsung mentri yang ngk becus biar jadi pelajaran masih banyak tu orang yang mau bekerja dan pintar mentri bpk membosankan kecuali bpk purbaya,negative,0.9990321397781372,Negatif
"Jangan lupa Dana desa juga cek sampai bawah,",Purbaya Yudhi Sadewa,2025-12-16T15:03:09Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@samssams9930,jangan lupa dana desa juga cek sampai bawah,neutral,0.9982011318206787,Netral
pasti si bahlil,Purbaya Yudhi Sadewa,2025-12-16T15:00:13Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@icadna70,pasti si bahlil,negative,0.9769068360328674,Negatif
Menyala Presidenku👍🏿💪🏿,Purbaya Yudhi Sadewa,2025-12-16T14:59:27Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@FataFaelasuf,menyala presidenku,negative,0.8197005987167358,Negatif
"Omon omon,,liat bukti bencana",Purbaya Yudhi Sadewa,2025-12-16T14:58:05Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@abdurahmanluthpi13,omon omon liat bukti bencana,neutral,0.688598096370697,Netral
SI BAHLUL,Purbaya Yudhi Sadewa,2025-12-16T14:53:00Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@kurcaci4163,si bahlul,negative,0.9948188662528992,Negatif
"Dimana2 pejabat memperkaya diri sendiri. 
Kepala daerah sampai kepala desa korupsi semaunya, pdhl rakyat miskin terlantar masih banyak. 

Bgmn ni pak Prabowo? Sekedar bicara spt ini anda gak akan dihiraukan. 
Tarik kembali dana desa. Serahkan pembangunan jalan desa ke Batalyon TNI pembangunan",Purbaya Yudhi Sadewa,2025-12-16T14:52:51Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@Janskyhawk,dimana pejabat memperkaya diri sendiri kepala daerah sampai kepala desa korupsi semaunya pdhl rakyat miskin terlantar masih banyak bgmn ni pak prabowo sekedar bicara spt ini anda gak akan dihiraukan tarik kembali dana desa serahkan pembangunan jalan desa ke batalyon tni pembangunan,negative,0.9991849064826965,Negatif
"Banyakkkk,,, terutama menteri afiliasi ODGJ,, Orang Dalam Geng Jok,,,😂",Purbaya Yudhi Sadewa,2025-12-16T14:52:10Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@sius.de.l1562,banyakkkk terutama menteri afiliasi odgj orang dalam geng jok,negative,0.7678085565567017,Negatif
Bukan kepentingsnbdan kebutuhan pribafi.,Purbaya Yudhi Sadewa,2025-12-16T14:50:56Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@rajomangkuto9471,bukan kepentingsnbdan kebutuhan pribafi,neutral,0.6540910601615906,Netral
Peraturan jaman Now hasil Pesanan MAFIA😂,Purbaya Yudhi Sadewa,2025-12-16T14:49:22Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@SolikinSolikin-kr6ug,peraturan jaman now hasil pesanan mafia,negative,0.9970934391021729,Negatif
Secara teori 👍👍👍👍👍 praktek nya tahu sendirilah,Purbaya Yudhi Sadewa,2025-12-16T14:48:47Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@ekostiawan8212,secara teori praktek nya tahu sendirilah,positive,0.6253398656845093,Positif
Aceh itu sesuai uud1945 ga sih,Purbaya Yudhi Sadewa,2025-12-16T14:48:43Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@rickikurniawanyoutube,aceh itu sesuai uud ga sih,negative,0.9983142614364624,Negatif
gUS IPUL😅😅😅,Purbaya Yudhi Sadewa,2025-12-16T14:48:33Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@SolikinSolikin-kr6ug,gus ipul,neutral,0.9967329502105713,Netral
Mantap intruksi BPK prabowo,Purbaya Yudhi Sadewa,2025-12-16T14:46:42Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@SandiDwilarue,mantap intruksi bpk prabowo,positive,0.9959346055984497,Positif
Mentri lingkungan hidup dan kebudayaan yang tidak ada manfaatnya sama sekali,Purbaya Yudhi Sadewa,2025-12-16T14:46:27Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@MohammadSukrievKanov,mentri lingkungan hidup dan kebudayaan yang tidak ada manfaatnya sama sekali,negative,0.9985929131507874,Negatif
"Desa kami aspal kualitas buruk masak di Bagun bertahun sudah rusak berlobang memang koruptor ngeri di Indonesia demokrasi ke bablas gila banyak partai pemilu ngabisin anggaran gila rusak ,media agen propaganda lepas landas menghilangkan identitas Indonesia budaya film gila negara rusak sistem terbuka kebablasan",Purbaya Yudhi Sadewa,2025-12-16T14:45:44Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@PUTRI.OKTAVIA.1,desa kami aspal kualitas buruk masak di bagun bertahun sudah rusak berlobang memang koruptor ngeri di indonesia demokrasi ke bablas gila banyak partai pemilu ngabisin anggaran gila rusak media agen propaganda lepas landas menghilangkan identitas indonesia budaya film gila negara rusak sistem terbuka kebablasan,negative,0.9996278285980225,Negatif
"Intinya,semoga nyali Kim Jong un masuk k Prabowo",Purbaya Yudhi Sadewa,2025-12-16T14:45:26Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@desmansyakir9999,intinya semoga nyali kim jong un masuk k prabowo,neutral,0.9435103535652161,Netral
pak ekonomi di bawah saat ini dalam posisi mengenaskan sekali,Purbaya Yudhi Sadewa,2025-12-16T14:43:47Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@bajrakeynan75,pak ekonomi di bawah saat ini dalam posisi mengenaskan sekali,negative,0.9979928731918335,Negatif
Pidato nya sdh bnr.  Namun tdk di laksanakan bawahan nya. Hrs nya Di Pertajam Dengan Tindakan.,Purbaya Yudhi Sadewa,2025-12-16T14:43:31Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@sumadiMbojo,pidato nya sdh bnr namun tdk di laksanakan bawahan nya hrs nya di pertajam dengan tindakan,negative,0.9623758792877197,Negatif
Mau hemat ? STOP MBG !!! STOP MBG !!! STOP MBG !!! STOP MBG !!!!,Purbaya Yudhi Sadewa,2025-12-16T14:42:47Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@BEDELONIA,mau hemat stop mbg stop mbg stop mbg stop mbg,positive,0.9394679665565491,Positif
Kok ga liat wapres nya ya,Purbaya Yudhi Sadewa,2025-12-16T14:42:47Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@tubagusfajri9172,kok ga liat wapres nya ya,negative,0.9391269683837891,Negatif
Di menit2 terkhir itu Kata2 yg pernah di ucapkan kdm di tiru jg kan😂😂,Purbaya Yudhi Sadewa,2025-12-16T14:39:45Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@Gm_channel,di menit terkhir itu kata yg pernah di ucapkan kdm di tiru jg kan,neutral,0.9537861347198486,Netral
"Bicara saja besar, 😂😂",Purbaya Yudhi Sadewa,2025-12-16T14:38:33Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@VivoY21d-d4w,bicara saja besar,negative,0.9985849857330322,Negatif
"Rakyat dudah jijik dan muak dengan polri pak,,,tolong cari solusi nya,,,,",Purbaya Yudhi Sadewa,2025-12-16T14:37:23Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@ObenkPicak,rakyat dudah jijik dan muak dengan polri pak tolong cari solusi nya,negative,0.9993830919265747,Negatif
Tapi kejadian di lapangan berbeda dengan apa yang anda ucapkan yaa Pak😂,Purbaya Yudhi Sadewa,2025-12-16T14:35:35Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@Anomali27-z1x,tapi kejadian di lapangan berbeda dengan apa yang anda ucapkan yaa pak,negative,0.9762833118438721,Negatif
Intelijen negara.saya,Purbaya Yudhi Sadewa,2025-12-16T14:34:35Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@PandiGoo,intelijen negara saya,neutral,0.7779226303100586,Netral
Nunggu laporan,Purbaya Yudhi Sadewa,2025-12-16T14:34:11Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@berkahsubuh9136,nunggu laporan,negative,0.9193177223205566,Negatif
Pecat bahlil pak,Purbaya Yudhi Sadewa,2025-12-16T14:32:40Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@imamfals4180,pecat bahlil pak,negative,0.998870313167572,Negatif
INdonesia ditangan pak Prabowo akan menjadi pemimpin dunia.,Purbaya Yudhi Sadewa,2025-12-16T14:26:10Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@andriowen2376,indonesia ditangan pak prabowo akan menjadi pemimpin dunia,positive,0.7500802278518677,Positif
OJK tidak bermanfaat bagi masyarakat kecil,Purbaya Yudhi Sadewa,2025-12-16T14:24:36Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@SapryKurniawan,ojk tidak bermanfaat bagi masyarakat kecil,negative,0.9988551139831543,Negatif
"Pak prabowo,jgn pidato aja,buktijan,kanapa polri melanggar aturan,tidak di pecat",Purbaya Yudhi Sadewa,2025-12-16T14:24:26Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@zainabmattri7137,pak prabowo jgn pidato aja buktijan kanapa polri melanggar aturan tidak di pecat,negative,0.9846082329750061,Negatif
"WILMAR pak prabowo dia kantor pusatnya disingapura, lahanya diindonesia 😂",Purbaya Yudhi Sadewa,2025-12-16T14:23:38Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@bangsudar9453,wilmar pak prabowo dia kantor pusatnya disingapura lahanya diindonesia,neutral,0.9982672929763794,Netral
Sudah pasti Menhoot,Purbaya Yudhi Sadewa,2025-12-16T14:23:01Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@arief1249,sudah pasti menhoot,negative,0.5302157402038574,Negatif
Terlalu banyak kebohongan,Purbaya Yudhi Sadewa,2025-12-16T14:22:51Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@indrabuanabuana4146,terlalu banyak kebohongan,negative,0.9964264035224915,Negatif
2014 hahahaha lucu demo pati,Purbaya Yudhi Sadewa,2025-12-16T14:22:35Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@PandiGoo,hahahaha lucu demo pati,neutral,0.8224265575408936,Netral
Pecat pak mentri kurang gerak😢😢,Purbaya Yudhi Sadewa,2025-12-16T14:21:50Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@ALMIRA-AQILA,pecat pak mentri kurang gerak,negative,0.9990770816802979,Negatif
Sosok 2 mentri yg saya kagumi purbaya & amran👍👍👍👍,Purbaya Yudhi Sadewa,2025-12-16T14:21:14Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@IkmalPratama-k3i4l,sosok mentri yg saya kagumi purbaya amran,neutral,0.7324375510215759,Netral
Top,Purbaya Yudhi Sadewa,2025-12-16T14:19:19Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@irmanfirmansyahirman5438,top,positive,0.9786689281463623,Positif
Warganet kampung blg kalau laporan Pak Menkeu tdk salah kerena dasarnya fakta dan data bukan asbun/ABS.,Purbaya Yudhi Sadewa,2025-12-16T14:16:48Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@bambanghari5842,warganet kampung blg kalau laporan pak menkeu tdk salah kerena dasarnya fakta dan data bukan asbun abs,neutral,0.7582731246948242,Netral
DPR yg mengolok olok rakyat pecat aja pak.,Purbaya Yudhi Sadewa,2025-12-16T14:16:25Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@wargajelata,dpr yg mengolok olok rakyat pecat aja pak,negative,0.9995155334472656,Negatif
MBG tuh stop alihkan ke yg lain blog! Program gak bermutu.,Purbaya Yudhi Sadewa,2025-12-16T14:15:00Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@agooooo1819,mbg tuh stop alihkan ke yg lain blog program gak bermutu,negative,0.9990591406822205,Negatif
Sehat selalu pak prabowo. Semoga bpk bisa membawa negara Indonesia menjadi lbh baik. Terutama bisa memberantas koruptor dan mafia yg maling kekayaan alam dan maling uang negara.,Purbaya Yudhi Sadewa,2025-12-16T14:14:03Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@Bunfa-c1l,sehat selalu pak prabowo semoga bpk bisa membawa negara indonesia menjadi lbh baik terutama bisa memberantas koruptor dan mafia yg maling kekayaan alam dan maling uang negara,positive,0.979973316192627,Positif
Katakan No untuk liberalisme,Purbaya Yudhi Sadewa,2025-12-16T14:12:19Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@CiptoCipto-sy3es,katakan no untuk liberalisme,negative,0.9921367168426514,Negatif
MEN.ESDM ITU NGAPAIN AJA?,Purbaya Yudhi Sadewa,2025-12-16T14:10:14Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@Fauziariandi-k1s7d,men esdm itu ngapain aja,neutral,0.5076590180397034,Netral
"Semua menteri harus berani membenahi birokrasi, itu ukurannya.",Purbaya Yudhi Sadewa,2025-12-16T14:05:57Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@yusufmashar-k8l,semua menteri harus berani membenahi birokrasi itu ukurannya,neutral,0.987561821937561,Netral
Omon omon tapi yo ndak mampu ganti menteri yg tidak becus terutama ketum partai😮,Purbaya Yudhi Sadewa,2025-12-16T14:05:11Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@idecreative8662,omon omon tapi yo ndak mampu ganti menteri yg tidak becus terutama ketum partai,negative,0.9986097812652588,Negatif
"Ga bakalan bisa, koalisi besar, tikus2nya juga dijadiin koalisi. Mana berani pecat mentri tikus. Maung ompong.",Purbaya Yudhi Sadewa,2025-12-16T14:04:15Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@dennyacong5175,ga bakalan bisa koalisi besar tikus nya juga dijadiin koalisi mana berani pecat mentri tikus maung ompong,negative,0.9993000030517578,Negatif
"Itu semua cuma omong kosong, realitas sdh menjawab semua",Purbaya Yudhi Sadewa,2025-12-16T14:02:37Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@iwanwap8163,itu semua cuma omong kosong realitas sdh menjawab semua,negative,0.9981514811515808,Negatif
Gibran tu kurang gerak wowo😂😂,Purbaya Yudhi Sadewa,2025-12-16T14:02:32Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@idecreative8662,gibran tu kurang gerak wowo,negative,0.9957394599914551,Negatif
Tindak tegas pak,Purbaya Yudhi Sadewa,2025-12-16T13:59:52Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@kebenaranmilikallah113,tindak tegas pak,positive,0.9968392848968506,Positif
"MENTRI  TITIPAN  BUANG  SEMUA ,GANTI   DENGAN   NENTRI MENTRI  YANG  BAGUS.",Purbaya Yudhi Sadewa,2025-12-16T13:59:26Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@NHidayat-q7c,mentri titipan buang semua ganti dengan nentri mentri yang bagus,negative,0.9886017441749573,Negatif
pak salahsatu mentri yang wajib bapak percayai adalah menkeu Purbaya,Purbaya Yudhi Sadewa,2025-12-16T13:58:04Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@truepoint8161,pak salahsatu mentri yang wajib bapak percayai adalah menkeu purbaya,neutral,0.9988798499107361,Netral
"Pemrentah sekarang bayak omong rakyat  di kasih omnong "" tok wakta gk ada",Purbaya Yudhi Sadewa,2025-12-16T13:57:21Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@gianto3018,pemrentah sekarang bayak omong rakyat di kasih omnong tok wakta gk ada,negative,0.999406099319458,Negatif
semangat pak prabowo😊😊😊,Purbaya Yudhi Sadewa,2025-12-16T13:54:53Z,Prabowo Terima Laporan dari Menkeu Purbaya Ada Menteri Kurang Cepat Bergerak,KOMPASTV,@lambeturah7351,semangat pak prabowo,positive,0.9990113973617554,Positif
